withinFormRange,roomCount,doorCount,avgConnectivity,graphDiameter,maxDepth,cyclicityMeasure,entryPointCount,doorsOpen,doorsClosed,doorsLocked,lockedDoorFraction,avgEntityDistanceFromEntry,entityClusteringCoefficient,avgHostageTerroristDistance,minHostageTerroristDistance,entityDepthVariance,avgEntityDepth,avgPatrolRouteLength,stationaryGuardCount,patrolCount,roamingGuardCount,hostageGuardianCount,patrolCoverage,avgWaypointCount,totalFurnitureCount,avgFurniturePerRoom,furnitureFloorCoverage,furnishedRoomCount,layoutType,roomSizeCategory,entryType,configRoomCount,configTerroristCount,placementStrategy,hostageRiskLevel,difficultyLevel,randomnessLevel,seedUsed,scenarioId,validationPassed,validationWarnings,errorMessage,failureCategory,seedRetries
false,9,8,1.7778,2,1,0.0000,1,0,7,1,0.1250,5.4870,1.0000,1.6449,1.3469,0.0000,1.0000,2.0000,0,2,3,1,0.1111,1.6667,28,3.1111,0.0626,9,hub_and_spoke,small,single,9,6,clustered,medium,1,high,278597466,11ec21c2-3b32-4358-8276-a1db00ccc5fd,false,EntityOverlap: entities 'hostage_01' and 'terrorist_04' are 1.35m apart (< minimum clearance 1.5m),,EntityOverlap,3
false,10,11,2.2000,5,3,0.1818,1,3,8,0,0.0000,13.5947,0.0000,14.7356,12.1599,0.6667,2.0000,4.0000,0,1,0,1,0.3000,2.0000,28,2.8000,0.0337,10,loop,medium,single,10,2,dispersed,low,2,medium,1483648767,ac4241be-2cb1-456a-be1e-99617c020b4a,true,,,none,0
false,8,7,1.7500,2,1,0.0000,3,0,6,1,0.1429,10.1380,0.6111,9.6726,3.7467,0.0000,1.0000,2.0000,0,1,6,1,0.1250,1.7500,91,11.3750,0.0991,8,hub_and_spoke,large,multiple,8,8,dispersed,low,5,high,1260024110,bc1a462b-b094-472d-83df-97f0724098a0,true,,,none,0
true,3,2,1.3333,2,2,0.0000,2,0,1,1,0.5000,16.4416,1.0000,5.7740,1.9757,0.2222,1.6667,3.0000,0,1,0,1,0.6667,1.5000,15,5.0000,0.0348,3,branching,large,multiple,3,2,deep,high,2,medium,1244171602,578614e3-b553-4d48-8f81-9e71ec73819f,true,,,none,0
false,11,10,1.8182,10,10,0.0000,1,2,7,1,0.1000,32.3647,0.9286,5.4343,2.9099,0.2344,9.6250,3.0000,3,1,2,1,0.1818,1.2857,37,3.3636,0.0425,11,linear,medium,single,11,7,clustered,high,5,high,1148515681,9aa7efc6-19a8-47ef-b625-33d2144938e9,false,"EntityBounds: entity terrorist_01 at (-22.65, -26.00) exceeds room room_11 interior bounds (centre=(-24.85, -23.80), half-extents=(2.20, 2.20))",,EntityBounds,3
false,15,14,1.8667,7,4,0.0000,1,3,10,1,0.0714,16.7021,0.2000,14.9985,1.9286,1.3600,2.8000,4.0000,1,1,1,1,0.2000,2.0000,43,2.8667,0.0667,15,branching,small,single,15,4,dispersed,medium,4,high,1581417183,382935cb-0cff-4ba9-b166-d544528cbd64,false,"EntityBounds: entity terrorist_03 at (-16.25, 1.49) exceeds room room_08 interior bounds (centre=(-17.45, 0.29), half-extents=(1.20, 1.20))",,EntityBounds,3
false,15,15,2.0000,7,7,0.0667,1,0,15,0,0.0000,40.1584,0.8000,4.3964,1.7846,0.1600,6.8000,4.0000,0,2,1,1,0.2667,3.0000,10,0.6667,0.0144,10,loop,small,single,15,4,clustered,medium,2,low,825054415,2b2337e1-fbbc-41ca-a4f2-c49f7189308e,false,"EntityBounds: entity terrorist_01 at (43.20, -1.20) exceeds room room_08 interior bounds (centre=(42.00, 0.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,10,9,1.8000,5,3,0.0000,3,0,8,1,0.1111,11.2638,0.4762,7.6039,1.5958,0.2449,2.4286,3.0000,2,1,2,1,0.2000,1.6667,25,2.5000,0.0581,9,branching,small,multiple,10,6,deep,low,4,medium,2096361082,0e3dd024-419a-4119-8d88-20f25a0acf01,true,,,none,0
false,7,6,1.7143,2,1,0.0000,1,0,5,1,0.1667,7.8388,0.6389,11.2144,1.6101,0.0000,1.0000,2.0000,0,3,4,1,0.2857,1.7500,40,5.7143,0.0776,7,hub_and_spoke,medium,single,7,8,deep,high,1,medium,1086536403,2fae908a-01ef-4623-a674-21bf87f2bd16,true,,,none,0
false,8,7,1.7500,7,7,0.0000,1,0,6,1,0.1429,14.9390,0.0000,16.9136,16.9136,9.0000,4.0000,0.0000,0,0,0,1,0.0000,0.0000,16,2.0000,0.0396,8,linear,small,single,8,1,dispersed,high,5,high,655213557,ae64ebc0-d045-419a-b2c7-b8eca46b0741,false,"EntityBounds: entity terrorist_01 at (1.39, 7.63) exceeds room room_02 interior bounds (centre=(0.19, 6.43), half-extents=(1.20, 1.20))",,EntityBounds,3
false,9,8,1.7778,2,1,0.0000,1,0,7,1,0.1250,10.3382,0.6667,13.0498,1.5879,0.0000,1.0000,2.0000,0,2,2,1,0.2222,1.6000,69,7.6667,0.0679,9,hub_and_spoke,large,single,9,5,deep,low,1,low,270148439,4bfec031-987a-4e2d-aa53-21c8bbcd604d,true,,,none,0
false,9,9,2.0000,4,4,0.1111,3,5,4,0,0.0000,12.0798,0.5000,11.3766,1.7379,1.3333,2.6667,3.3333,2,3,2,1,0.5556,2.2500,32,3.5556,0.0435,9,loop,medium,multiple,9,8,dispersed,high,2,high,841958444,fc7f208b-6859-4702-a760-1218df56064d,true,,,none,0
false,6,5,1.6667,4,2,0.0000,1,0,4,1,0.2000,13.0385,0.9000,7.4536,4.0786,0.2400,1.6000,4.0000,1,1,1,1,0.5000,2.0000,52,8.6667,0.1005,6,branching,large,single,6,4,clustered,high,5,medium,185391698,8418e31f-e2a0-49de-b693-c586dc618683,true,,,none,0
false,15,14,1.8667,5,3,0.0000,1,0,13,1,0.0714,18.6014,0.4000,20.9971,2.8688,0.2500,2.5000,3.0000,1,1,2,1,0.1333,2.2000,113,7.5333,0.0731,15,branching,large,single,15,5,deep,low,3,low,1538989689,eb91f7dc-1c4e-43be-8137-aa791031f41c,true,,,none,0
false,15,15,2.0000,7,7,0.0667,1,0,15,0,0.0000,52.2643,1.0000,6.8566,1.5539,0.1875,6.7500,4.0000,0,1,1,1,0.2000,2.6667,23,1.5333,0.0193,15,loop,medium,single,15,3,clustered,high,1,low,1315652596,d7e8108c-ca96-4c89-a9c9-bfa92a7764dc,true,,,none,0
false,11,10,1.8182,10,10,0.0000,1,0,9,1,0.1000,14.8116,1.0000,2.9034,2.9034,0.0000,10.0000,0.0000,0,0,0,1,0.0000,0.0000,26,2.3636,0.0249,11,linear,medium,single,11,1,clustered,medium,4,medium,1355500885,04b9cd4d-2f60-4b97-a595-5bc2b1846dc3,true,,,none,2
false,9,8,1.7778,8,8,0.0000,1,3,4,1,0.1250,10.1949,1.0000,4.0018,1.5752,0.2222,7.6667,3.0000,1,2,1,1,0.2222,2.0000,23,2.5556,0.0293,9,linear,medium,single,9,5,clustered,medium,1,medium,158712497,0183edf6-d949-4bac-a7f9-cd5cba4e4f97,true,,,none,0
false,13,13,2.0000,6,6,0.0769,1,4,9,0,0.0000,13.7896,0.2000,11.6617,6.5782,2.9167,3.5000,3.0000,2,1,1,1,0.1538,1.4000,24,1.8462,0.0437,13,loop,small,single,13,5,dispersed,medium,4,high,1020750926,6c1833fb-ff8d-46f2-820d-b1edb94929fc,false,"EntityBounds: entity terrorist_01 at (6.88, -1.21) exceeds room room_13 interior bounds (centre=(5.68, -0.01), half-extents=(1.20, 1.20))",,EntityBounds,3
false,13,12,1.8462,12,12,0.0000,1,4,7,1,0.0833,16.1037,0.9524,3.5806,1.6577,0.2449,11.5714,3.0000,1,2,2,1,0.1538,2.3333,17,1.3077,0.0286,13,linear,small,single,13,6,clustered,low,1,high,1034037557,3461fd09-bcf8-4595-a12f-c52a3af1740c,true,,,none,0
false,7,6,1.7143,4,2,0.0000,1,1,4,1,0.1667,9.5248,0.6000,8.3918,1.8906,0.2400,1.6000,3.0000,1,1,1,1,0.2857,1.5000,22,3.1429,0.0675,7,branching,small,single,7,4,dispersed,low,4,high,1243559346,faa234df-065f-4ce2-ab6f-75916cfc84c7,false,"EntityBounds: entity terrorist_04 at (-7.46, -6.97) exceeds room room_05 interior bounds (centre=(-6.26, -5.77), half-extents=(1.20, 1.20))",,EntityBounds,3
false,3,2,1.3333,2,2,0.0000,1,0,1,1,0.5000,15.2808,1.0000,6.2667,1.5256,0.2500,1.5000,3.0000,1,2,1,1,0.6667,1.8000,19,6.3333,0.0851,3,linear,large,single,3,5,dispersed,medium,1,high,2048216570,6234bd74-78aa-4447-bbae-c8b383710fd1,true,,,none,0
false,7,7,2.0000,3,3,0.1429,1,0,7,0,0.0000,13.1786,0.6667,9.5812,3.0854,0.6667,2.0000,3.0000,2,1,1,1,0.2857,1.2000,11,1.5714,0.0181,7,loop,medium,single,7,5,dispersed,low,5,low,2043298480,1f0cbd73-7307-452c-aa46-0f2bee7e7841,true,,,none,0
false,9,8,1.7778,5,3,0.0000,1,1,6,1,0.1250,21.1983,1.0000,4.2887,1.5315,0.1875,2.7500,3.0000,0,1,1,1,0.2222,2.3333,93,10.3333,0.1057,9,branching,large,single,9,3,clustered,medium,2,high,1817813981,1ac1103d-af78-444a-a8c7-df458be797af,true,,,none,0
false,7,6,1.7143,6,6,0.0000,2,0,5,1,0.1667,9.5529,0.8000,10.2396,5.7706,0.5556,1.6667,3.0000,1,2,1,1,0.2857,1.8000,5,0.7143,0.0155,5,linear,small,multiple,7,5,front_loaded,medium,2,low,375509393,959546d0-5137-47b9-9491-2a7c6f9e95c8,true,,,none,0
false,12,11,1.8333,2,1,0.0000,3,0,10,1,0.0909,8.6616,1.0000,4.5393,4.5393,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,125,10.4167,0.0914,12,hub_and_spoke,large,multiple,12,1,clustered,medium,4,medium,563961403,ec02e48b-1c46-44d5-8732-d395fb58fb67,true,,,none,0
false,14,13,1.8571,13,13,0.0000,1,0,12,1,0.0769,40.8129,0.3571,33.1173,16.5851,3.1094,3.8750,3.0000,3,1,2,1,0.1429,1.5714,44,3.1429,0.0265,14,linear,large,single,14,7,front_loaded,medium,4,low,1068498621,d732dc67-f41e-4400-88eb-a684cccc04b7,false,"EntityBounds: entity terrorist_01 at (33.20, -3.20) exceeds room room_04 interior bounds (centre=(30.00, 0.00), half-extents=(3.20, 3.20))",,EntityBounds,3
false,9,8,1.7778,8,8,0.0000,1,1,6,1,0.1250,11.5806,0.3333,10.2007,2.2341,3.5556,6.6667,4.0000,0,1,0,1,0.3333,2.0000,10,1.1111,0.0255,9,linear,small,single,9,2,deep,medium,1,medium,786388828,b65f6eaf-7021-4480-9c79-9c99c57e0c27,true,,,none,0
false,9,9,2.0000,4,4,0.1111,3,5,4,0,0.0000,10.5202,1.0000,3.3851,3.3851,0.0000,4.0000,0.0000,0,0,0,1,0.0000,0.0000,32,3.5556,0.0446,9,loop,medium,multiple,9,1,deep,low,3,high,203952695,07928f43-8b00-4cc0-828c-be8df99ae9f4,true,,,none,0
false,7,6,1.7143,2,1,0.0000,1,0,5,1,0.1667,6.2624,0.3214,10.0960,8.3279,0.0000,1.0000,2.0000,0,2,4,1,0.2857,1.7143,19,2.7143,0.0691,7,hub_and_spoke,small,single,7,7,front_loaded,medium,3,medium,1607549496,33561eb2-2997-487b-9cdf-abe59d92efa3,true,,,none,0
false,9,8,1.7778,5,3,0.0000,3,0,7,1,0.1250,21.6126,1.0000,5.1385,2.9605,0.2222,2.6667,3.0000,1,2,1,1,0.2222,2.0000,41,4.5556,0.0715,9,branching,medium,multiple,9,5,clustered,low,1,low,2034641084,839896c2-c9bf-423f-9cf4-8f7a48d9ec33,false,"EntityBounds: entity terrorist_01 at (26.20, -2.20) exceeds room room_09 interior bounds (centre=(24.00, 0.00), half-extents=(2.20, 2.20))",,EntityBounds,3
false,5,5,2.0000,2,2,0.2000,1,1,4,0,0.0000,9.9179,0.6667,5.3225,1.5205,0.0000,1.0000,3.0000,1,2,1,1,0.4000,1.8000,21,4.2000,0.0402,5,loop,large,single,5,5,front_loaded,medium,1,medium,808865572,100457fd-b365-4a51-9169-00117e4d57ed,true,,,none,0
false,13,14,2.1538,6,4,0.1429,3,6,8,0,0.0000,12.5764,0.2000,18.4741,7.6448,0.1600,1.8000,4.0000,0,2,1,1,0.4615,3.0000,48,3.6923,0.0437,13,loop,medium,multiple,13,4,front_loaded,high,1,high,1609577958,9ab8a967-8f05-4974-b48f-6d16de266a1f,true,,,none,0
false,12,13,2.1667,6,3,0.1538,3,1,12,0,0.0000,15.3649,0.3333,9.7871,1.6118,0.2222,2.6667,4.0000,0,1,0,1,0.2500,2.0000,33,2.7500,0.0376,12,loop,medium,multiple,12,2,deep,medium,1,medium,1227072628,faa89ff2-1d4f-4995-959c-2ffa9b9fe861,true,,,none,0
false,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.5379,1.0000,6.1766,1.5652,0.2469,1.5556,2.6667,2,3,2,1,0.7500,1.7500,31,7.7500,0.0768,4,branching,large,single,4,8,deep,medium,1,high,1050946273,1b826760-044f-45b2-8393-a44f8e69a53f,true,,,none,1
false,15,14,1.8667,2,1,0.0000,3,0,13,1,0.0714,10.8802,1.0000,4.2839,3.3142,0.0000,1.0000,2.0000,0,1,3,1,0.0667,1.6000,123,8.2000,0.0751,15,hub_and_spoke,large,multiple,15,5,clustered,low,4,low,1695439880,ff77d00f-ae64-4618-bef9-48f0ddb19d81,true,,,none,0
false,10,10,2.0000,5,5,0.1000,3,1,9,0,0.0000,25.2955,1.0000,8.7288,8.7288,0.2500,2.5000,0.0000,0,0,0,1,0.0000,0.0000,39,3.9000,0.0358,10,loop,large,multiple,10,1,front_loaded,low,3,high,620798147,9fb3583e-8c5a-47f3-b309-18f9fdd2f596,true,,,none,0
false,7,7,2.0000,3,3,0.1429,1,0,7,0,0.0000,13.6989,0.6429,4.6564,1.5398,0.1875,2.7500,4.0000,2,2,2,1,0.5714,2.2857,4,0.5714,0.0137,4,loop,small,single,7,7,clustered,low,3,low,926751285,7f73a6af-63f6-415f-bc3f-3091fe563479,true,,,none,0
false,8,7,1.7500,6,3,0.0000,3,0,6,1,0.1429,13.6118,1.0000,7.4006,7.4006,0.2500,1.5000,0.0000,0,0,0,1,0.0000,0.0000,63,7.8750,0.0680,8,branching,large,multiple,8,1,front_loaded,high,5,medium,1163936383,39c4f8ec-cabe-47b6-bde2-f12f27b4315b,true,,,none,0
false,8,7,1.7500,2,1,0.0000,1,0,6,1,0.1429,7.8895,1.0000,2.8711,2.3115,0.0000,1.0000,2.0000,0,1,4,1,0.1250,1.6667,58,7.2500,0.1061,8,hub_and_spoke,medium,single,8,6,clustered,high,5,high,70187183,b06b560a-6b9f-4c44-9b1e-f004539eed97,true,,,none,1
false,10,9,1.8000,9,9,0.0000,2,0,8,1,0.1111,22.2504,0.6000,21.6481,15.7792,1.3600,2.8000,4.0000,0,2,1,1,0.3000,3.0000,18,1.8000,0.0214,10,linear,medium,multiple,10,4,front_loaded,low,2,low,1440294475,fe29558e-f19a-4e8e-8c8c-8c197b8280ea,true,,,none,0
false,3,2,1.3333,2,2,0.0000,2,0,1,1,0.5000,10.0617,0.8889,5.7869,2.7923,0.2469,1.5556,3.0000,3,1,3,1,0.6667,1.5000,9,3.0000,0.0311,3,linear,medium,multiple,3,8,clustered,low,4,medium,1536615107,58859575-879d-4b0b-8516-74e0c1a38523,true,,,none,0
false,11,10,1.8182,6,3,0.0000,3,0,9,1,0.1000,11.5165,0.3810,13.0256,2.9978,0.2449,2.4286,3.0000,2,1,2,1,0.1818,1.8333,66,6.0000,0.0830,11,branching,medium,multiple,11,6,deep,low,4,high,450869827,172e913f-d598-458c-90bc-df69fbca4db6,true,,,none,1
false,5,4,1.6000,4,2,0.0000,1,0,3,1,0.2500,10.3789,0.8571,12.9117,3.7149,0.0000,1.0000,3.0000,2,2,1,1,0.4000,1.5000,27,5.4000,0.0397,5,branching,large,single,5,6,front_loaded,low,3,low,1889033323,e50f9593-a725-4967-9734-33a3fdf75c11,true,,,none,0
false,14,13,1.8571,6,3,0.0000,3,4,8,1,0.0769,11.9775,0.5000,20.6158,6.8321,0.1094,1.1250,4.0000,3,1,2,1,0.2143,1.7143,153,10.9286,0.1090,14,branching,large,multiple,14,7,front_loaded,low,4,high,522452694,244395ac-c962-4f2a-a0eb-79784b021e3c,true,,,none,0
false,10,10,2.0000,5,5,0.1000,1,0,10,0,0.0000,31.8555,0.0000,15.7298,15.7298,1.0000,4.0000,0.0000,0,0,0,1,0.0000,0.0000,18,1.8000,0.0222,10,loop,medium,single,10,1,deep,medium,1,low,1298732576,9876ef89-335c-427b-bc8f-7e09fa9ba7aa,true,,,none,0
false,10,9,1.8000,2,1,0.0000,3,0,8,1,0.1111,9.1213,1.0000,3.5547,3.5547,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,67,6.7000,0.0949,10,hub_and_spoke,medium,multiple,10,1,deep,high,5,medium,239439861,3fcca1a4-f666-44cd-a7a8-6ab564805723,true,,,none,0
false,15,14,1.8667,2,1,0.0000,1,0,13,1,0.0714,8.2763,0.3333,16.1670,15.4937,0.0000,1.0000,2.0000,0,1,0,1,0.0667,1.0000,103,6.8667,0.0931,15,hub_and_spoke,medium,single,15,2,dispersed,low,2,high,1892189379,91d82885-af70-42a4-86f6-eda7f55b2b2b,true,,,none,0
false,4,4,2.0000,2,2,0.2500,1,0,4,0,0.0000,13.3016,0.9167,7.2331,2.8159,0.2469,1.4444,3.0000,2,2,3,1,0.7500,1.8750,19,4.7500,0.0384,4,loop,large,single,4,8,clustered,high,3,high,1951246828,1833a78b-49b2-4c4d-9e3e-e764fc08feba,true,,,none,2
false,14,13,1.8571,13,13,0.0000,1,1,11,1,0.0769,61.5152,0.8571,5.6498,2.8946,0.2344,12.6250,3.0000,3,1,2,1,0.1429,1.2857,32,2.2857,0.0277,14,linear,medium,single,14,7,clustered,medium,4,medium,2076620113,bff809a1-b42d-48ae-8efd-20beb107e85f,false,"EntityBounds: entity terrorist_01 at (13.80, -58.20) exceeds room room_14 interior bounds (centre=(16.00, -56.00), half-extents=(2.20, 2.20))",,EntityBounds,3
false,10,9,1.8000,9,9,0.0000,2,2,6,1,0.1111,11.1796,0.8000,9.0745,1.5374,1.2000,8.0000,4.0000,0,2,1,1,0.3000,3.0000,26,2.6000,0.0294,10,linear,medium,multiple,10,4,deep,high,2,medium,1881428238,169fba65-5596-48b5-a13d-75ebaa6b0c77,true,,,none,0
false,7,7,2.0000,3,3,0.1429,1,0,7,0,0.0000,19.9264,0.6667,6.2687,1.6823,0.0000,3.0000,4.0000,0,1,0,1,0.4286,2.0000,12,1.7143,0.0199,7,loop,medium,single,7,2,clustered,high,2,low,181448411,88f02ce8-3dd4-4629-969e-024df86fda6d,true,,,none,0
false,6,6,2.0000,3,3,0.1667,3,0,6,0,0.0000,17.4811,0.6190,11.2009,3.3406,0.2449,2.4286,4.0000,2,1,2,1,0.5000,2.0000,12,2.0000,0.0258,6,loop,medium,multiple,6,6,clustered,low,5,low,1620831702,b5157ceb-cfc7-457d-8044-fb89135aca69,false,"EntityBounds: entity terrorist_01 at (21.80, -2.20) exceeds room room_04 interior bounds (centre=(24.00, 0.00), half-extents=(2.20, 2.20))",,EntityBounds,3
false,7,7,2.0000,3,3,0.1429,3,2,5,0,0.0000,12.3521,0.5000,13.8438,2.5788,0.8000,2.0000,3.0000,1,1,1,1,0.2857,1.5000,23,3.2857,0.0375,7,loop,medium,multiple,7,4,dispersed,high,3,high,1657101686,3d8ece4f-ca86-4246-b37e-9bbcd37ae22b,true,,,none,0
false,11,10,1.8182,10,10,0.0000,2,0,9,1,0.1000,44.3811,0.3000,18.9701,11.7753,2.6400,7.4000,4.0000,1,1,1,1,0.2727,2.0000,9,0.8182,0.0165,9,linear,small,multiple,11,4,deep,medium,3,low,530372563,6000728b-0f12-4389-9fe3-e050687516da,true,,,none,0
false,12,11,1.8333,6,3,0.0000,3,4,6,1,0.0909,13.1798,0.1667,12.9481,8.4352,0.1875,2.7500,3.0000,0,1,1,1,0.1667,2.3333,38,3.1667,0.0732,12,branching,small,multiple,12,3,deep,low,2,high,1130420435,843e379c-1370-453b-87f9-ecfb4d22b023,true,,,none,0
false,9,9,2.0000,4,4,0.1111,1,3,6,0,0.0000,10.5614,0.3333,8.9755,8.2208,0.8889,2.6667,0.0000,0,0,1,1,0.0000,2.0000,15,1.6667,0.0420,9,loop,small,single,9,2,deep,high,3,high,382782630,fe8d244d-b565-4cf7-851b-d5c9a7df8ef5,true,,,none,0
false,11,10,1.8182,5,3,0.0000,3,3,6,1,0.1000,15.4531,0.3214,13.5907,1.5799,0.0000,3.0000,3.0000,1,3,2,1,0.4545,2.1429,75,6.8182,0.0926,11,branching,medium,multiple,11,7,deep,medium,2,high,1813318436,d9fab9cb-67d4-40e5-adc8-5e7c5cd5deca,false,"EntityBounds: entity terrorist_07 at (-2.06, 10.02) exceeds room room_10 interior bounds (centre=(0.14, 7.82), half-extents=(2.20, 2.20))",,EntityBounds,3
true,4,4,2.0000,2,2,0.2500,3,1,3,0,0.0000,7.7865,0.3333,17.7225,17.0339,0.2222,1.3333,0.0000,0,0,1,1,0.0000,1.5000,6,1.5000,0.0330,4,loop,small,multiple,3,2,deep,high,3,medium,884514717,353ee48b-ae06-46d7-bd4a-47074c7a4566,true,,,none,0
false,11,12,2.1818,5,3,0.1667,1,3,9,0,0.0000,11.5051,0.5000,13.7809,8.9793,0.1875,1.2500,4.0000,0,1,1,1,0.2727,2.3333,53,4.8182,0.0424,11,loop,large,single,11,3,front_loaded,medium,2,medium,680210199,446b6197-d15b-4b5d-acc6-3731fa0467f3,true,,,none,0
false,14,13,1.8571,13,13,0.0000,1,5,7,1,0.0769,14.1487,0.5000,23.8221,20.0149,18.6400,4.6000,3.5000,0,2,1,1,0.2143,2.7500,21,1.5000,0.0356,14,linear,small,single,14,4,dispersed,high,1,high,80017060,ab60ca3a-80ea-40f9-98bd-5aa4d9913a5d,true,,,none,0
false,15,14,1.8667,2,1,0.0000,3,0,13,1,0.0714,7.7747,0.6667,6.8831,1.6495,0.0000,1.0000,2.0000,0,1,0,1,0.0667,1.0000,67,4.4667,0.0620,15,hub_and_spoke,medium,multiple,15,2,dispersed,low,1,low,795028352,bf1d2ad9-3b5a-4068-a9a0-602c668d051b,true,,,none,0
true,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,12.3552,0.9000,12.3298,8.5943,0.1600,1.2000,2.5000,0,2,1,1,0.7500,2.0000,22,5.5000,0.0472,4,branching,large,single,4,4,deep,medium,1,low,621101717,3af77a10-9ba2-43da-b70a-202eecff6044,true,,,none,0
false,4,3,1.5000,3,2,0.0000,1,0,2,1,0.3333,11.0275,0.8095,8.7727,3.3273,0.2449,1.5714,2.5000,2,2,1,1,0.7500,1.3333,27,6.7500,0.0649,4,branching,large,single,4,6,dispersed,medium,3,high,488811586,ff87b621-4d8c-4850-b342-631210d73061,true,,,none,0
false,14,14,2.0000,7,7,0.0714,1,0,14,0,0.0000,13.7535,0.5000,17.1350,10.8318,1.1111,2.0000,3.0000,3,1,3,1,0.1429,1.5000,19,1.3571,0.0160,14,loop,medium,single,14,8,front_loaded,low,5,low,1199378969,7bd4587b-f665-4472-b408-11b8a855fc43,true,,,none,0
false,14,13,1.8571,2,1,0.0000,3,0,12,1,0.0769,7.7136,1.0000,1.5070,1.5070,0.0000,1.0000,0.0000,0,0,0,1,0.0000,0.0000,103,7.3571,0.1008,14,hub_and_spoke,medium,multiple,14,1,dispersed,medium,2,high,1993831629,71578219-ae71-4b44-9c1d-03dfb0e56aef,true,,,none,0
false,15,14,1.8667,14,14,0.0000,2,1,12,1,0.0714,24.2810,0.2222,32.0033,17.2779,13.5803,5.5556,3.0000,3,1,3,1,0.1333,1.8750,16,1.0667,0.0241,14,linear,small,multiple,15,8,dispersed,low,4,medium,808054131,28c68ee6-ebec-4733-a388-22b7f3d91515,false,"EntityBounds: entity terrorist_05 at (-19.20, 13.20) exceeds room room_06 interior bounds (centre=(-18.00, 12.00), half-extents=(1.20, 1.20))",,EntityBounds,3
false,6,5,1.6667,5,5,0.0000,1,0,4,1,0.2000,37.1177,1.0000,5.2509,1.5918,0.2222,4.6667,4.0000,0,1,0,1,0.5000,2.0000,11,1.8333,0.0225,6,linear,medium,single,6,2,clustered,medium,1,low,1762369463,aaa31fa6-7ee2-4101-a859-77dd1d3bdae3,true,,,none,0
false,5,4,1.6000,4,4,0.0000,2,0,3,1,0.2500,14.9273,1.0000,7.8240,3.7411,0.2449,1.4286,3.0000,2,2,1,1,0.4000,1.5000,22,4.4000,0.0426,5,linear,large,multiple,5,6,front_loaded,high,3,low,1281929073,39358ef1-9d2c-4729-a542-865a2fb76bed,true,,,none,0
false,9,8,1.7778,2,1,0.0000,1,0,7,1,0.1250,6.1058,0.3810,7.7161,1.7471,0.0000,1.0000,2.0000,0,2,3,1,0.1111,1.6667,24,2.6667,0.0512,9,hub_and_spoke,small,single,9,6,deep,medium,3,medium,1991033456,206de3c1-c253-4071-aee9-f2540b9239c5,true,,,none,0
false,12,11,1.8333,5,3,0.0000,1,3,7,1,0.0909,8.4743,0.6786,14.9913,7.6440,0.1094,1.1250,3.0000,1,3,2,1,0.1667,2.1429,76,6.3333,0.0957,12,branching,medium,single,12,7,front_loaded,medium,1,high,694854452,03a07b09-3207-4fd0-8826-ababd044be06,true,,,none,3
false,4,4,2.0000,2,2,0.2500,3,0,4,0,0.0000,8.7266,1.0000,9.2502,7.5744,0.1389,1.1667,3.0000,1,2,1,1,0.5000,1.8000,11,2.7500,0.0503,4,loop,medium,multiple,4,5,deep,low,2,medium,428749598,75616166-a457-4101-ae64-82e31b5d320b,true,,,none,0
false,13,12,1.8462,5,3,0.0000,1,0,11,1,0.0833,15.5589,1.0000,5.8290,3.1490,0.1875,2.7500,0.0000,1,0,1,1,0.0000,1.0000,60,4.6154,0.0697,13,branching,medium,single,13,3,clustered,low,4,low,1142259761,93610f62-f84b-4036-b9d1-6acf61c188a5,true,,,none,0
false,10,10,2.0000,5,5,0.1000,3,1,9,0,0.0000,10.8668,0.0000,19.0702,19.0702,0.2500,2.5000,0.0000,0,0,0,1,0.0000,0.0000,11,1.1000,0.0235,10,loop,small,multiple,10,1,front_loaded,medium,4,medium,950563741,29acad94-914c-419f-9e82-9517eb4654a1,true,,,none,0
false,13,12,1.8462,2,1,0.0000,1,0,11,1,0.0833,7.5546,0.5714,11.7620,2.7519,0.0000,1.0000,2.0000,0,2,3,1,0.1538,1.6667,66,5.0769,0.0692,13,hub_and_spoke,medium,single,13,6,front_loaded,high,3,low,1741226729,52619d5a-aa05-49ea-8fec-b82208a0db1f,true,,,none,0
false,5,4,1.6000,2,1,0.0000,3,0,3,1,0.2500,11.3988,0.3889,14.2085,3.1699,0.0000,1.0000,2.0000,0,2,5,1,0.4000,1.7500,33,6.6000,0.0494,5,hub_and_spoke,large,multiple,5,8,deep,low,3,low,1854427883,937ba97d-ef17-4e3b-9c27-bb4261faf874,true,,,none,0
false,6,5,1.6667,4,2,0.0000,1,2,2,1,0.2000,7.9194,0.3333,12.6231,6.8430,0.2222,1.6667,0.0000,1,0,0,1,0.0000,0.0000,15,2.5000,0.0583,6,branching,small,single,6,2,dispersed,medium,4,high,1597346745,ed0131aa-6ca0-4e92-b294-383a2116d65f,true,,,none,1
