event_type,event_id,ablation_mode,event_x,event_z,selected_npc,selected_role,distance_m,had_los,state_score
RoomBreached,13,NoRole,-10.53,-14.21,AblationNPC_05,Leader,7.39,1,1.00
RoomBreached,13,NoState,-10.53,-14.21,AblationNPC_06,Guard,13.86,0,0.80
RoomBreached,14,Full,-13.47,8.45,AblationNPC_03,Guard,21.75,1,0.20
RoomBreached,14,NoLOS,-13.47,8.45,AblationNPC_00,Guard,26.69,0,1.00
RoomBreached,14,NoDistance,-13.47,8.45,AblationNPC_03,Guard,21.75,1,0.20
RoomBreached,14,NoRole,-13.47,8.45,AblationNPC_05,Leader,16.67,1,1.00
RoomBreached,14,NoState,-13.47,8.45,AblationNPC_03,Guard,21.75,1,0.20
RoomBreached,15,Full,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
RoomBreached,15,NoLOS,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
RoomBreached,15,NoDistance,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
RoomBreached,15,NoRole,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
RoomBreached,15,NoState,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
RoomBreached,16,Full,-7.50,8.17,AblationNPC_03,Guard,16.22,1,0.20
RoomBreached,16,NoLOS,-7.50,8.17,AblationNPC_00,Guard,22.72,0,1.00
RoomBreached,16,NoDistance,-7.50,8.17,AblationNPC_03,Guard,16.22,1,0.20
RoomBreached,16,NoRole,-7.50,8.17,AblationNPC_05,Leader,15.46,1,1.00
RoomBreached,16,NoState,-7.50,8.17,AblationNPC_03,Guard,16.22,1,0.20
RoomBreached,17,Full,-6.31,4.44,AblationNPC_03,Guard,13.66,1,0.20
RoomBreached,17,NoLOS,-6.31,4.44,AblationNPC_00,Guard,18.99,0,1.00
RoomBreached,17,NoDistance,-6.31,4.44,AblationNPC_03,Guard,13.66,1,0.20
RoomBreached,17,NoRole,-6.31,4.44,AblationNPC_05,Leader,11.84,1,1.00
RoomBreached,17,NoState,-6.31,4.44,AblationNPC_03,Guard,13.66,1,0.20
RoomBreached,18,Full,-10.69,-13.67,AblationNPC_00,Guard,16.00,0,1.00
RoomBreached,18,NoLOS,-10.69,-13.67,AblationNPC_00,Guard,16.00,0,1.00
RoomBreached,18,NoDistance,-10.69,-13.67,AblationNPC_00,Guard,16.00,0,1.00
RoomBreached,18,NoRole,-10.69,-13.67,AblationNPC_05,Leader,6.94,1,1.00
RoomBreached,18,NoState,-10.69,-13.67,AblationNPC_06,Guard,13.65,0,0.80
RoomBreached,19,Full,3.14,0.48,AblationNPC_00,Guard,11.41,0,1.00
RoomBreached,19,NoLOS,3.14,0.48,AblationNPC_00,Guard,11.41,0,1.00
RoomBreached,19,NoDistance,3.14,0.48,AblationNPC_00,Guard,11.41,0,1.00
RoomBreached,19,NoRole,3.14,0.48,AblationNPC_00,Guard,11.41,0,1.00
RoomBreached,19,NoState,3.14,0.48,AblationNPC_03,Guard,3.60,0,0.20
RoomBreached,20,Full,-13.48,-2.39,AblationNPC_06,Guard,13.97,1,0.80
RoomBreached,20,NoLOS,-13.48,-2.39,AblationNPC_00,Guard,20.33,0,1.00
RoomBreached,20,NoDistance,-13.48,-2.39,AblationNPC_06,Guard,13.97,1,0.80
RoomBreached,20,NoRole,-13.48,-2.39,AblationNPC_01,Roamer,3.80,1,0.80
RoomBreached,20,NoState,-13.48,-2.39,AblationNPC_06,Guard,13.97,1,0.80
RoomBreached,21,Full,6.20,3.85,AblationNPC_00,Guard,14.67,1,1.00
RoomBreached,21,NoLOS,6.20,3.85,AblationNPC_00,Guard,14.67,1,1.00
RoomBreached,21,NoDistance,6.20,3.85,AblationNPC_00,Guard,14.67,1,1.00
RoomBreached,21,NoRole,6.20,3.85,AblationNPC_00,Guard,14.67,1,1.00
RoomBreached,21,NoState,6.20,3.85,AblationNPC_03,Guard,3.51,1,0.20
RoomBreached,22,Full,-8.45,-14.60,AblationNPC_00,Guard,14.02,0,1.00
RoomBreached,22,NoLOS,-8.45,-14.60,AblationNPC_00,Guard,14.02,0,1.00
RoomBreached,22,NoDistance,-8.45,-14.60,AblationNPC_00,Guard,14.02,0,1.00
RoomBreached,22,NoRole,-8.45,-14.60,AblationNPC_05,Leader,7.34,0,1.00
RoomBreached,22,NoState,-8.45,-14.60,AblationNPC_06,Guard,12.61,0,0.80
RoomBreached,23,Full,-4.05,-6.98,AblationNPC_07,Roamer,0.52,0,0.50
RoomBreached,23,NoLOS,-4.05,-6.98,AblationNPC_07,Roamer,0.52,0,0.50
RoomBreached,23,NoDistance,-4.05,-6.98,AblationNPC_00,Guard,9.85,0,1.00
RoomBreached,23,NoRole,-4.05,-6.98,AblationNPC_07,Roamer,0.52,0,0.50
RoomBreached,23,NoState,-4.05,-6.98,AblationNPC_07,Roamer,0.52,0,0.50
RoomBreached,24,Full,-12.94,6.55,AblationNPC_06,Guard,17.73,1,0.80
RoomBreached,24,NoLOS,-12.94,6.55,AblationNPC_00,Guard,24.97,0,1.00
RoomBreached,24,NoDistance,-12.94,6.55,AblationNPC_06,Guard,17.73,1,0.80
RoomBreached,24,NoRole,-12.94,6.55,AblationNPC_05,Leader,14.69,1,1.00
RoomBreached,24,NoState,-12.94,6.55,AblationNPC_06,Guard,17.73,1,0.80
RoomBreached,25,Full,-12.87,-1.08,AblationNPC_06,Guard,13.74,1,0.80
RoomBreached,25,NoLOS,-12.87,-1.08,AblationNPC_00,Guard,20.37,0,1.00
RoomBreached,25,NoDistance,-12.87,-1.08,AblationNPC_06,Guard,13.74,1,0.80
RoomBreached,25,NoRole,-12.87,-1.08,AblationNPC_01,Roamer,2.40,1,0.80
RoomBreached,25,NoState,-12.87,-1.08,AblationNPC_06,Guard,13.74,1,0.80
RoomBreached,26,Full,-14.64,8.93,AblationNPC_03,Guard,23.02,1,0.20
RoomBreached,26,NoLOS,-14.64,8.93,AblationNPC_00,Guard,27.85,0,1.00
RoomBreached,26,NoDistance,-14.64,8.93,AblationNPC_03,Guard,23.02,1,0.20
RoomBreached,26,NoRole,-14.64,8.93,AblationNPC_05,Leader,17.54,1,1.00
RoomBreached,26,NoState,-14.64,8.93,AblationNPC_03,Guard,23.02,1,0.20
RoomBreached,27,Full,-1.82,0.40,AblationNPC_00,Guard,13.12,0,1.00
RoomBreached,27,NoLOS,-1.82,0.40,AblationNPC_00,Guard,13.12,0,1.00
RoomBreached,27,NoDistance,-1.82,0.40,AblationNPC_00,Guard,13.12,0,1.00
RoomBreached,27,NoRole,-1.82,0.40,AblationNPC_05,Leader,9.84,0,1.00
RoomBreached,27,NoState,-1.82,0.40,AblationNPC_06,Guard,6.13,0,0.80
RoomBreached,28,Full,-0.01,-14.73,AblationNPC_00,Guard,6.42,1,1.00
RoomBreached,28,NoLOS,-0.01,-14.73,AblationNPC_00,Guard,6.42,1,1.00
RoomBreached,28,NoDistance,-0.01,-14.73,AblationNPC_00,Guard,6.42,1,1.00
RoomBreached,28,NoRole,-0.01,-14.73,AblationNPC_00,Guard,6.42,1,1.00
RoomBreached,28,NoState,-0.01,-14.73,AblationNPC_00,Guard,6.42,1,1.00
RoomBreached,29,Full,9.87,-14.61,AblationNPC_00,Guard,6.16,1,1.00
RoomBreached,29,NoLOS,9.87,-14.61,AblationNPC_00,Guard,6.16,1,1.00
RoomBreached,29,NoDistance,9.87,-14.61,AblationNPC_00,Guard,6.16,1,1.00
RoomBreached,29,NoRole,9.87,-14.61,AblationNPC_00,Guard,6.16,1,1.00
RoomBreached,29,NoState,9.87,-14.61,AblationNPC_00,Guard,6.16,1,1.00
RoomBreached,30,Full,-14.91,-13.09,AblationNPC_00,Guard,20.08,0,1.00
RoomBreached,30,NoLOS,-14.91,-13.09,AblationNPC_00,Guard,20.08,0,1.00
RoomBreached,30,NoDistance,-14.91,-13.09,AblationNPC_00,Guard,20.08,0,1.00
RoomBreached,30,NoRole,-14.91,-13.09,AblationNPC_05,Leader,9.05,1,1.00
RoomBreached,30,NoState,-14.91,-13.09,AblationNPC_06,Guard,16.93,0,0.80
RoomBreached,31,Full,4.62,-13.96,AblationNPC_00,Guard,3.22,1,1.00
RoomBreached,31,NoLOS,4.62,-13.96,AblationNPC_00,Guard,3.22,1,1.00
RoomBreached,31,NoDistance,4.62,-13.96,AblationNPC_00,Guard,3.22,1,1.00
RoomBreached,31,NoRole,4.62,-13.96,AblationNPC_00,Guard,3.22,1,1.00
RoomBreached,31,NoState,4.62,-13.96,AblationNPC_00,Guard,3.22,1,1.00
RoomBreached,32,Full,12.41,12.87,AblationNPC_00,Guard,24.76,1,1.00
RoomBreached,32,NoLOS,12.41,12.87,AblationNPC_00,Guard,24.76,1,1.00
RoomBreached,32,NoDistance,12.41,12.87,AblationNPC_00,Guard,24.76,1,1.00
RoomBreached,32,NoRole,12.41,12.87,AblationNPC_00,Guard,24.76,1,1.00
RoomBreached,32,NoState,12.41,12.87,AblationNPC_03,Guard,13.71,1,0.20
RoomBreached,33,Full,-1.16,-3.74,AblationNPC_06,Guard,2.12,1,0.80
RoomBreached,33,NoLOS,-1.16,-3.74,AblationNPC_06,Guard,2.12,1,0.80
RoomBreached,33,NoDistance,-1.16,-3.74,AblationNPC_06,Guard,2.12,1,0.80
RoomBreached,33,NoRole,-1.16,-3.74,AblationNPC_06,Guard,2.12,1,0.80
RoomBreached,33,NoState,-1.16,-3.74,AblationNPC_06,Guard,2.12,1,0.80
RoomBreached,34,Full,3.50,-13.67,AblationNPC_00,Guard,3.28,1,1.00
RoomBreached,34,NoLOS,3.50,-13.67,AblationNPC_00,Guard,3.28,1,1.00
RoomBreached,34,NoDistance,3.50,-13.67,AblationNPC_00,Guard,3.28,1,1.00
RoomBreached,34,NoRole,3.50,-13.67,AblationNPC_00,Guard,3.28,1,1.00
RoomBreached,34,NoState,3.50,-13.67,AblationNPC_00,Guard,3.28,1,1.00
RoomBreached,35,Full,-3.82,-10.74,AblationNPC_00,Guard,8.86,1,1.00
RoomBreached,35,NoLOS,-3.82,-10.74,AblationNPC_00,Guard,8.86,1,1.00
RoomBreached,35,NoDistance,-3.82,-10.74,AblationNPC_00,Guard,8.86,1,1.00
RoomBreached,35,NoRole,-3.82,-10.74,AblationNPC_05,Leader,5.40,1,1.00
RoomBreached,35,NoState,-3.82,-10.74,AblationNPC_00,Guard,8.86,1,1.00
RoomBreached,36,Full,-1.89,8.77,AblationNPC_03,Guard,12.03,1,0.20
RoomBreached,36,NoLOS,-1.89,8.77,AblationNPC_00,Guard,20.74,0,1.00
RoomBreached,36,NoDistance,-1.89,8.77,AblationNPC_03,Guard,12.03,1,0.20
RoomBreached,36,NoRole,-1.89,8.77,AblationNPC_05,Leader,17.16,1,1.00
RoomBreached,36,NoState,-1.89,8.77,AblationNPC_03,Guard,12.03,1,0.20
RoomBreached,37,Full,0.97,-2.98,AblationNPC_06,Guard,2.54,1,0.80
RoomBreached,37,NoLOS,0.97,-2.98,AblationNPC_06,Guard,2.54,1,0.80
RoomBreached,37,NoDistance,0.97,-2.98,AblationNPC_06,Guard,2.54,1,0.80
RoomBreached,37,NoRole,0.97,-2.98,AblationNPC_06,Guard,2.54,1,0.80
RoomBreached,37,NoState,0.97,-2.98,AblationNPC_06,Guard,2.54,1,0.80
RoomBreached,38,Full,-6.08,12.22,AblationNPC_03,Guard,17.44,1,0.20
RoomBreached,38,NoLOS,-6.08,12.22,AblationNPC_00,Guard,25.54,0,1.00
RoomBreached,38,NoDistance,-6.08,12.22,AblationNPC_03,Guard,17.44,1,0.20
RoomBreached,38,NoRole,-6.08,12.22,AblationNPC_05,Leader,19.59,1,1.00
RoomBreached,38,NoState,-6.08,12.22,AblationNPC_03,Guard,17.44,1,0.20
RoomBreached,39,Full,2.60,7.05,AblationNPC_03,Guard,7.84,1,0.20
RoomBreached,39,NoLOS,2.60,7.05,AblationNPC_00,Guard,17.99,0,1.00
RoomBreached,39,NoDistance,2.60,7.05,AblationNPC_03,Guard,7.84,1,0.20
RoomBreached,39,NoRole,2.60,7.05,AblationNPC_01,Roamer,15.23,1,0.80
RoomBreached,39,NoState,2.60,7.05,AblationNPC_03,Guard,7.84,1,0.20
RoomBreached,40,Full,-14.42,11.45,AblationNPC_03,Guard,23.87,1,0.20
RoomBreached,40,NoLOS,-14.42,11.45,AblationNPC_00,Guard,29.54,0,1.00
RoomBreached,40,NoDistance,-14.42,11.45,AblationNPC_03,Guard,23.87,1,0.20
RoomBreached,40,NoRole,-14.42,11.45,AblationNPC_05,Leader,19.81,1,1.00
RoomBreached,40,NoState,-14.42,11.45,AblationNPC_03,Guard,23.87,1,0.20
RoomBreached,41,Full,13.73,-5.01,AblationNPC_00,Guard,10.42,1,1.00
RoomBreached,41,NoLOS,13.73,-5.01,AblationNPC_00,Guard,10.42,1,1.00
RoomBreached,41,NoDistance,13.73,-5.01,AblationNPC_00,Guard,10.42,1,1.00
RoomBreached,41,NoRole,13.73,-5.01,AblationNPC_00,Guard,10.42,1,1.00
RoomBreached,41,NoState,13.73,-5.01,AblationNPC_03,Guard,8.84,1,0.20
RoomBreached,42,Full,6.32,-10.13,AblationNPC_00,Guard,1.43,1,1.00
RoomBreached,42,NoLOS,6.32,-10.13,AblationNPC_00,Guard,1.43,1,1.00
RoomBreached,42,NoDistance,6.32,-10.13,AblationNPC_00,Guard,1.43,1,1.00
RoomBreached,42,NoRole,6.32,-10.13,AblationNPC_00,Guard,1.43,1,1.00
RoomBreached,42,NoState,6.32,-10.13,AblationNPC_00,Guard,1.43,1,1.00
RoomBreached,43,Full,-11.91,-1.44,AblationNPC_06,Guard,12.71,1,0.80
RoomBreached,43,NoLOS,-11.91,-1.44,AblationNPC_00,Guard,19.35,0,1.00
RoomBreached,43,NoDistance,-11.91,-1.44,AblationNPC_06,Guard,12.71,1,0.80
RoomBreached,43,NoRole,-11.91,-1.44,AblationNPC_01,Roamer,2.22,1,0.80
RoomBreached,43,NoState,-11.91,-1.44,AblationNPC_06,Guard,12.71,1,0.80
RoomBreached,44,Full,-5.00,8.28,AblationNPC_03,Guard,14.14,1,0.20
RoomBreached,44,NoLOS,-5.00,8.28,AblationNPC_00,Guard,21.54,0,1.00
RoomBreached,44,NoDistance,-5.00,8.28,AblationNPC_03,Guard,14.14,1,0.20
RoomBreached,44,NoRole,-5.00,8.28,AblationNPC_05,Leader,15.84,1,1.00
RoomBreached,44,NoState,-5.00,8.28,AblationNPC_03,Guard,14.14,1,0.20
RoomBreached,45,Full,-10.54,-10.96,AblationNPC_00,Guard,15.59,1,1.00
RoomBreached,45,NoLOS,-10.54,-10.96,AblationNPC_00,Guard,15.59,1,1.00
RoomBreached,45,NoDistance,-10.54,-10.96,AblationNPC_00,Guard,15.59,1,1.00
RoomBreached,45,NoRole,-10.54,-10.96,AblationNPC_05,Leader,4.49,1,1.00
RoomBreached,45,NoState,-10.54,-10.96,AblationNPC_00,Guard,15.59,1,1.00
RoomBreached,46,Full,-8.53,2.75,AblationNPC_06,Guard,11.91,1,0.80
RoomBreached,46,NoLOS,-8.53,2.75,AblationNPC_00,Guard,19.16,0,1.00
RoomBreached,46,NoDistance,-8.53,2.75,AblationNPC_06,Guard,11.91,1,0.80
RoomBreached,46,NoRole,-8.53,2.75,AblationNPC_01,Roamer,3.40,1,0.80
RoomBreached,46,NoState,-8.53,2.75,AblationNPC_06,Guard,11.91,1,0.80
RoomBreached,47,Full,0.39,14.61,AblationNPC_03,Guard,15.57,1,0.20
RoomBreached,47,NoLOS,0.39,14.61,AblationNPC_00,Guard,25.81,0,1.00
RoomBreached,47,NoDistance,0.39,14.61,AblationNPC_03,Guard,15.57,1,0.20
RoomBreached,47,NoRole,0.39,14.61,AblationNPC_01,Roamer,18.14,1,0.80
RoomBreached,47,NoState,0.39,14.61,AblationNPC_03,Guard,15.57,1,0.20
RoomBreached,48,Full,7.99,5.16,AblationNPC_00,Guard,16.20,1,1.00
RoomBreached,48,NoLOS,7.99,5.16,AblationNPC_00,Guard,16.20,1,1.00
RoomBreached,48,NoDistance,7.99,5.16,AblationNPC_00,Guard,16.20,1,1.00
RoomBreached,48,NoRole,7.99,5.16,AblationNPC_00,Guard,16.20,1,1.00
RoomBreached,48,NoState,7.99,5.16,AblationNPC_03,Guard,4.94,1,0.20
RoomBreached,49,Full,6.45,-6.32,AblationNPC_00,Guard,4.67,1,1.00
RoomBreached,49,NoLOS,6.45,-6.32,AblationNPC_00,Guard,4.67,1,1.00
RoomBreached,49,NoDistance,6.45,-6.32,AblationNPC_00,Guard,4.67,1,1.00
RoomBreached,49,NoRole,6.45,-6.32,AblationNPC_00,Guard,4.67,1,1.00
RoomBreached,49,NoState,6.45,-6.32,AblationNPC_00,Guard,4.67,1,1.00
AllyDownSeen,0,Full,0.52,-13.94,AblationNPC_05,Leader,10.79,0,1.00
AllyDownSeen,0,NoLOS,0.52,-13.94,AblationNPC_05,Leader,10.79,0,1.00
AllyDownSeen,0,NoDistance,0.52,-13.94,AblationNPC_05,Leader,10.79,0,1.00
AllyDownSeen,0,NoRole,0.52,-13.94,AblationNPC_00,Guard,5.52,1,1.00
AllyDownSeen,0,NoState,0.52,-13.94,AblationNPC_05,Leader,10.79,0,1.00
AllyDownSeen,1,Full,9.42,2.32,AblationNPC_05,Leader,19.86,0,1.00
AllyDownSeen,1,NoLOS,9.42,2.32,AblationNPC_05,Leader,19.86,0,1.00
AllyDownSeen,1,NoDistance,9.42,2.32,AblationNPC_05,Leader,19.86,0,1.00
AllyDownSeen,1,NoRole,9.42,2.32,AblationNPC_00,Guard,13.80,1,1.00
AllyDownSeen,1,NoState,9.42,2.32,AblationNPC_03,Guard,3.31,1,0.20
AllyDownSeen,2,Full,-3.08,-10.43,AblationNPC_05,Leader,5.82,1,1.00
AllyDownSeen,2,NoLOS,-3.08,-10.43,AblationNPC_05,Leader,5.82,1,1.00
AllyDownSeen,2,NoDistance,-3.08,-10.43,AblationNPC_05,Leader,5.82,1,1.00
AllyDownSeen,2,NoRole,-3.08,-10.43,AblationNPC_05,Leader,5.82,1,1.00
AllyDownSeen,2,NoState,-3.08,-10.43,AblationNPC_05,Leader,5.82,1,1.00
AllyDownSeen,3,Full,-12.30,6.15,AblationNPC_05,Leader,14.12,1,1.00
AllyDownSeen,3,NoLOS,-12.30,6.15,AblationNPC_05,Leader,14.12,1,1.00
AllyDownSeen,3,NoDistance,-12.30,6.15,AblationNPC_05,Leader,14.12,1,1.00
AllyDownSeen,3,NoRole,-12.30,6.15,AblationNPC_01,Roamer,5.57,1,0.80
AllyDownSeen,3,NoState,-12.30,6.15,AblationNPC_02,Leader,13.48,1,0.50
AllyDownSeen,4,Full,9.49,1.20,AblationNPC_02,Leader,21.14,1,0.50
AllyDownSeen,4,NoLOS,9.49,1.20,AblationNPC_05,Leader,19.40,0,1.00
AllyDownSeen,4,NoDistance,9.49,1.20,AblationNPC_02,Leader,21.14,1,0.50
AllyDownSeen,4,NoRole,9.49,1.20,AblationNPC_00,Guard,12.77,1,1.00
AllyDownSeen,4,NoState,9.49,1.20,AblationNPC_02,Leader,21.14,1,0.50
AllyDownSeen,5,Full,-13.68,6.33,AblationNPC_05,Leader,14.77,1,1.00
AllyDownSeen,5,NoLOS,-13.68,6.33,AblationNPC_05,Leader,14.77,1,1.00
AllyDownSeen,5,NoDistance,-13.68,6.33,AblationNPC_05,Leader,14.77,1,1.00
AllyDownSeen,5,NoRole,-13.68,6.33,AblationNPC_05,Leader,14.77,1,1.00
AllyDownSeen,5,NoState,-13.68,6.33,AblationNPC_02,Leader,13.96,1,0.50
AllyDownSeen,6,Full,-10.57,12.19,AblationNPC_05,Leader,19.64,1,1.00
AllyDownSeen,6,NoLOS,-10.57,12.19,AblationNPC_05,Leader,19.64,1,1.00
AllyDownSeen,6,NoDistance,-10.57,12.19,AblationNPC_05,Leader,19.64,1,1.00
AllyDownSeen,6,NoRole,-10.57,12.19,AblationNPC_05,Leader,19.64,1,1.00
AllyDownSeen,6,NoState,-10.57,12.19,AblationNPC_02,Leader,19.32,1,0.50
AllyDownSeen,7,Full,5.78,0.49,AblationNPC_03,Guard,0.96,1,0.20
AllyDownSeen,7,NoLOS,5.78,0.49,AblationNPC_05,Leader,15.79,0,1.00
AllyDownSeen,7,NoDistance,5.78,0.49,AblationNPC_05,Leader,15.79,0,1.00
AllyDownSeen,7,NoRole,5.78,0.49,AblationNPC_03,Guard,0.96,1,0.20
AllyDownSeen,7,NoState,5.78,0.49,AblationNPC_03,Guard,0.96,1,0.20
AllyDownSeen,8,Full,-9.41,-13.75,AblationNPC_05,Leader,6.63,1,1.00
AllyDownSeen,8,NoLOS,-9.41,-13.75,AblationNPC_05,Leader,6.63,1,1.00
AllyDownSeen,8,NoDistance,-9.41,-13.75,AblationNPC_05,Leader,6.63,1,1.00
AllyDownSeen,8,NoRole,-9.41,-13.75,AblationNPC_05,Leader,6.63,1,1.00
AllyDownSeen,8,NoState,-9.41,-13.75,AblationNPC_05,Leader,6.63,1,1.00
AllyDownSeen,9,Full,-5.75,2.49,AblationNPC_05,Leader,10.02,1,1.00
AllyDownSeen,9,NoLOS,-5.75,2.49,AblationNPC_05,Leader,10.02,1,1.00
AllyDownSeen,9,NoDistance,-5.75,2.49,AblationNPC_05,Leader,10.02,1,1.00
AllyDownSeen,9,NoRole,-5.75,2.49,AblationNPC_05,Leader,10.02,1,1.00
AllyDownSeen,9,NoState,-5.75,2.49,AblationNPC_05,Leader,10.02,1,1.00
AllyDownSeen,10,Full,9.63,-14.88,AblationNPC_05,Leader,19.17,1,1.00
AllyDownSeen,10,NoLOS,9.63,-14.88,AblationNPC_05,Leader,19.17,1,1.00
AllyDownSeen,10,NoDistance,9.63,-14.88,AblationNPC_05,Leader,19.17,1,1.00
AllyDownSeen,10,NoRole,9.63,-14.88,AblationNPC_00,Guard,6.16,1,1.00
AllyDownSeen,10,NoState,9.63,-14.88,AblationNPC_05,Leader,19.17,1,1.00
AllyDownSeen,11,Full,1.07,9.16,AblationNPC_05,Leader,18.76,0,1.00
AllyDownSeen,11,NoLOS,1.07,9.16,AblationNPC_05,Leader,18.76,0,1.00
AllyDownSeen,11,NoDistance,1.07,9.16,AblationNPC_05,Leader,18.76,0,1.00
AllyDownSeen,11,NoRole,1.07,9.16,AblationNPC_01,Roamer,14.94,1,0.80
AllyDownSeen,11,NoState,1.07,9.16,AblationNPC_05,Leader,18.76,0,1.00
AllyDownSeen,12,Full,7.45,-3.46,AblationNPC_05,Leader,15.88,0,1.00
AllyDownSeen,12,NoLOS,7.45,-3.46,AblationNPC_05,Leader,15.88,0,1.00
AllyDownSeen,12,NoDistance,7.45,-3.46,AblationNPC_05,Leader,15.88,0,1.00
AllyDownSeen,12,NoRole,7.45,-3.46,AblationNPC_00,Guard,7.70,1,1.00
AllyDownSeen,12,NoState,7.45,-3.46,AblationNPC_05,Leader,15.88,0,1.00
AllyDownSeen,13,Full,-10.53,-14.21,AblationNPC_05,Leader,7.39,1,1.00
AllyDownSeen,13,NoLOS,-10.53,-14.21,AblationNPC_05,Leader,7.39,1,1.00
AllyDownSeen,13,NoDistance,-10.53,-14.21,AblationNPC_05,Leader,7.39,1,1.00
AllyDownSeen,13,NoRole,-10.53,-14.21,AblationNPC_05,Leader,7.39,1,1.00
AllyDownSeen,13,NoState,-10.53,-14.21,AblationNPC_02,Leader,7.11,1,0.50
AllyDownSeen,14,Full,-13.47,8.45,AblationNPC_05,Leader,16.67,1,1.00
AllyDownSeen,14,NoLOS,-13.47,8.45,AblationNPC_05,Leader,16.67,1,1.00
AllyDownSeen,14,NoDistance,-13.47,8.45,AblationNPC_05,Leader,16.67,1,1.00
AllyDownSeen,14,NoRole,-13.47,8.45,AblationNPC_05,Leader,16.67,1,1.00
AllyDownSeen,14,NoState,-13.47,8.45,AblationNPC_02,Leader,15.97,1,0.50
AllyDownSeen,15,Full,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
AllyDownSeen,15,NoLOS,3.79,-11.54,AblationNPC_05,Leader,12.51,0,1.00
AllyDownSeen,15,NoDistance,3.79,-11.54,AblationNPC_02,Leader,14.43,1,0.50
AllyDownSeen,15,NoRole,3.79,-11.54,AblationNPC_00,Guard,1.47,1,1.00
AllyDownSeen,15,NoState,3.79,-11.54,AblationNPC_02,Leader,14.43,1,0.50
AllyDownSeen,16,Full,-7.50,8.17,AblationNPC_05,Leader,15.46,1,1.00
AllyDownSeen,16,NoLOS,-7.50,8.17,AblationNPC_05,Leader,15.46,1,1.00
AllyDownSeen,16,NoDistance,-7.50,8.17,AblationNPC_05,Leader,15.46,1,1.00
AllyDownSeen,16,NoRole,-7.50,8.17,AblationNPC_05,Leader,15.46,1,1.00
AllyDownSeen,16,NoState,-7.50,8.17,AblationNPC_05,Leader,15.46,1,1.00
AllyDownSeen,17,Full,-6.31,4.44,AblationNPC_05,Leader,11.84,1,1.00
AllyDownSeen,17,NoLOS,-6.31,4.44,AblationNPC_05,Leader,11.84,1,1.00
AllyDownSeen,17,NoDistance,-6.31,4.44,AblationNPC_05,Leader,11.84,1,1.00
AllyDownSeen,17,NoRole,-6.31,4.44,AblationNPC_05,Leader,11.84,1,1.00
AllyDownSeen,17,NoState,-6.31,4.44,AblationNPC_05,Leader,11.84,1,1.00
AllyDownSeen,18,Full,-10.69,-13.67,AblationNPC_05,Leader,6.94,1,1.00
AllyDownSeen,18,NoLOS,-10.69,-13.67,AblationNPC_05,Leader,6.94,1,1.00
AllyDownSeen,18,NoDistance,-10.69,-13.67,AblationNPC_05,Leader,6.94,1,1.00
AllyDownSeen,18,NoRole,-10.69,-13.67,AblationNPC_05,Leader,6.94,1,1.00
AllyDownSeen,18,NoState,-10.69,-13.67,AblationNPC_02,Leader,6.58,1,0.50
AllyDownSeen,19,Full,3.14,0.48,AblationNPC_05,Leader,13.54,0,1.00
AllyDownSeen,19,NoLOS,3.14,0.48,AblationNPC_05,Leader,13.54,0,1.00
AllyDownSeen,19,NoDistance,3.14,0.48,AblationNPC_05,Leader,13.54,0,1.00
AllyDownSeen,19,NoRole,3.14,0.48,AblationNPC_00,Guard,11.41,0,1.00
AllyDownSeen,19,NoState,3.14,0.48,AblationNPC_05,Leader,13.54,0,1.00
AllyDownSeen,20,Full,-13.48,-2.39,AblationNPC_05,Leader,7.37,1,1.00
AllyDownSeen,20,NoLOS,-13.48,-2.39,AblationNPC_05,Leader,7.37,1,1.00
AllyDownSeen,20,NoDistance,-13.48,-2.39,AblationNPC_05,Leader,7.37,1,1.00
AllyDownSeen,20,NoRole,-13.48,-2.39,AblationNPC_01,Roamer,3.80,1,0.80
AllyDownSeen,20,NoState,-13.48,-2.39,AblationNPC_02,Leader,5.90,1,0.50
AllyDownSeen,21,Full,6.20,3.85,AblationNPC_05,Leader,18.01,0,1.00
AllyDownSeen,21,NoLOS,6.20,3.85,AblationNPC_05,Leader,18.01,0,1.00
AllyDownSeen,21,NoDistance,6.20,3.85,AblationNPC_05,Leader,18.01,0,1.00
AllyDownSeen,21,NoRole,6.20,3.85,AblationNPC_00,Guard,14.67,1,1.00
AllyDownSeen,21,NoState,6.20,3.85,AblationNPC_05,Leader,18.01,0,1.00
AllyDownSeen,22,Full,-8.45,-14.60,AblationNPC_05,Leader,7.34,0,1.00
AllyDownSeen,22,NoLOS,-8.45,-14.60,AblationNPC_05,Leader,7.34,0,1.00
AllyDownSeen,22,NoDistance,-8.45,-14.60,AblationNPC_05,Leader,7.34,0,1.00
AllyDownSeen,22,NoRole,-8.45,-14.60,AblationNPC_05,Leader,7.34,0,1.00
AllyDownSeen,22,NoState,-8.45,-14.60,AblationNPC_05,Leader,7.34,0,1.00
AllyDownSeen,23,Full,-4.05,-6.98,AblationNPC_07,Roamer,0.52,0,0.50
