event_type,seed,swept_weight,weight_value,event_id,selected_npc,selected_role,distance_m,had_los,state_score,agree_with_baseline
RoomBreached,42,Distance,4.0,89,WSNPC_06,Guard,6.78,1,0.80,1
RoomBreached,42,Distance,4.0,90,WSNPC_03,Guard,10.58,1,0.20,1
RoomBreached,42,Distance,4.0,91,WSNPC_03,Guard,18.21,1,0.20,1
RoomBreached,42,Distance,4.0,92,WSNPC_00,Guard,1.46,1,1.00,1
RoomBreached,42,Distance,4.0,93,WSNPC_05,Leader,1.54,1,1.00,0
RoomBreached,42,Distance,4.0,94,WSNPC_00,Guard,15.78,1,1.00,1
RoomBreached,42,Distance,4.0,95,WSNPC_06,Guard,13.06,1,0.80,1
RoomBreached,42,Distance,4.0,96,WSNPC_00,Guard,22.55,1,1.00,1
RoomBreached,42,Distance,4.0,97,WSNPC_00,Guard,24.60,1,1.00,1
RoomBreached,42,Distance,4.0,98,WSNPC_00,Guard,12.79,1,1.00,1
RoomBreached,42,Distance,4.0,99,WSNPC_00,Guard,25.73,1,1.00,1
RoomBreached,42,Role,0.0,0,WSNPC_00,Guard,5.52,1,1.00,1
RoomBreached,42,Role,0.0,1,WSNPC_00,Guard,13.80,1,1.00,1
RoomBreached,42,Role,0.0,2,WSNPC_05,Leader,5.82,1,1.00,0
RoomBreached,42,Role,0.0,3,WSNPC_01,Roamer,5.57,1,0.80,0
RoomBreached,42,Role,0.0,4,WSNPC_00,Guard,12.77,1,1.00,1
RoomBreached,42,Role,0.0,5,WSNPC_05,Leader,14.77,1,1.00,0
RoomBreached,42,Role,0.0,6,WSNPC_05,Leader,19.64,1,1.00,0
RoomBreached,42,Role,0.0,7,WSNPC_03,Guard,0.96,1,0.20,1
RoomBreached,42,Role,0.0,8,WSNPC_05,Leader,6.63,1,1.00,0
RoomBreached,42,Role,0.0,9,WSNPC_05,Leader,10.02,1,1.00,0
RoomBreached,42,Role,0.0,10,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,0.0,11,WSNPC_01,Roamer,14.94,1,0.80,0
RoomBreached,42,Role,0.0,12,WSNPC_00,Guard,7.70,1,1.00,1
RoomBreached,42,Role,0.0,13,WSNPC_05,Leader,7.39,1,1.00,0
RoomBreached,42,Role,0.0,14,WSNPC_05,Leader,16.67,1,1.00,0
RoomBreached,42,Role,0.0,15,WSNPC_00,Guard,1.47,1,1.00,1
RoomBreached,42,Role,0.0,16,WSNPC_05,Leader,15.46,1,1.00,0
RoomBreached,42,Role,0.0,17,WSNPC_05,Leader,11.84,1,1.00,0
RoomBreached,42,Role,0.0,18,WSNPC_05,Leader,6.94,1,1.00,0
RoomBreached,42,Role,0.0,19,WSNPC_00,Guard,11.41,0,1.00,1
RoomBreached,42,Role,0.0,20,WSNPC_01,Roamer,3.80,1,0.80,0
RoomBreached,42,Role,0.0,21,WSNPC_00,Guard,14.67,1,1.00,1
RoomBreached,42,Role,0.0,22,WSNPC_05,Leader,7.34,0,1.00,0
RoomBreached,42,Role,0.0,23,WSNPC_07,Roamer,0.52,0,0.50,1
RoomBreached,42,Role,0.0,24,WSNPC_05,Leader,14.69,1,1.00,0
RoomBreached,42,Role,0.0,25,WSNPC_01,Roamer,2.40,1,0.80,0
RoomBreached,42,Role,0.0,26,WSNPC_05,Leader,17.54,1,1.00,0
RoomBreached,42,Role,0.0,27,WSNPC_05,Leader,9.84,0,1.00,0
RoomBreached,42,Role,0.0,28,WSNPC_00,Guard,6.42,1,1.00,1
RoomBreached,42,Role,0.0,29,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,0.0,30,WSNPC_05,Leader,9.05,1,1.00,0
RoomBreached,42,Role,0.0,31,WSNPC_00,Guard,3.22,1,1.00,1
RoomBreached,42,Role,0.0,32,WSNPC_00,Guard,24.76,1,1.00,1
RoomBreached,42,Role,0.0,33,WSNPC_06,Guard,2.12,1,0.80,1
RoomBreached,42,Role,0.0,34,WSNPC_00,Guard,3.28,1,1.00,1
RoomBreached,42,Role,0.0,35,WSNPC_05,Leader,5.40,1,1.00,0
RoomBreached,42,Role,0.0,36,WSNPC_05,Leader,17.16,1,1.00,0
RoomBreached,42,Role,0.0,37,WSNPC_06,Guard,2.54,1,0.80,1
RoomBreached,42,Role,0.0,38,WSNPC_05,Leader,19.59,1,1.00,0
RoomBreached,42,Role,0.0,39,WSNPC_01,Roamer,15.23,1,0.80,0
RoomBreached,42,Role,0.0,40,WSNPC_05,Leader,19.81,1,1.00,0
RoomBreached,42,Role,0.0,41,WSNPC_00,Guard,10.42,1,1.00,1
RoomBreached,42,Role,0.0,42,WSNPC_00,Guard,1.43,1,1.00,1
RoomBreached,42,Role,0.0,43,WSNPC_01,Roamer,2.22,1,0.80,0
RoomBreached,42,Role,0.0,44,WSNPC_05,Leader,15.84,1,1.00,0
RoomBreached,42,Role,0.0,45,WSNPC_05,Leader,4.49,1,1.00,0
RoomBreached,42,Role,0.0,46,WSNPC_01,Roamer,3.40,1,0.80,0
RoomBreached,42,Role,0.0,47,WSNPC_01,Roamer,18.14,1,0.80,0
RoomBreached,42,Role,0.0,48,WSNPC_00,Guard,16.20,1,1.00,1
RoomBreached,42,Role,0.0,49,WSNPC_00,Guard,4.67,1,1.00,1
RoomBreached,42,Role,0.0,50,WSNPC_01,Roamer,18.98,1,0.80,0
RoomBreached,42,Role,0.0,51,WSNPC_00,Guard,3.54,1,1.00,1
RoomBreached,42,Role,0.0,52,WSNPC_05,Leader,20.42,1,1.00,0
RoomBreached,42,Role,0.0,53,WSNPC_05,Leader,6.32,1,1.00,0
RoomBreached,42,Role,0.0,54,WSNPC_05,Leader,6.63,1,1.00,0
RoomBreached,42,Role,0.0,55,WSNPC_01,Roamer,3.43,1,0.80,0
RoomBreached,42,Role,0.0,56,WSNPC_05,Leader,7.47,0,1.00,0
RoomBreached,42,Role,0.0,57,WSNPC_00,Guard,9.78,1,1.00,1
RoomBreached,42,Role,0.0,58,WSNPC_05,Leader,4.31,1,1.00,0
RoomBreached,42,Role,0.0,59,WSNPC_05,Leader,15.05,1,1.00,0
RoomBreached,42,Role,0.0,60,WSNPC_00,Guard,6.17,1,1.00,1
RoomBreached,42,Role,0.0,61,WSNPC_05,Leader,18.42,1,1.00,0
RoomBreached,42,Role,0.0,62,WSNPC_00,Guard,7.43,1,1.00,1
RoomBreached,42,Role,0.0,63,WSNPC_00,Guard,22.51,1,1.00,1
RoomBreached,42,Role,0.0,64,WSNPC_05,Leader,8.74,1,1.00,0
RoomBreached,42,Role,0.0,65,WSNPC_01,Roamer,15.58,1,0.80,0
RoomBreached,42,Role,0.0,66,WSNPC_05,Leader,1.74,1,1.00,0
RoomBreached,42,Role,0.0,67,WSNPC_05,Leader,7.00,1,1.00,0
RoomBreached,42,Role,0.0,68,WSNPC_05,Leader,20.28,1,1.00,0
RoomBreached,42,Role,0.0,69,WSNPC_00,Guard,21.48,1,1.00,1
RoomBreached,42,Role,0.0,70,WSNPC_05,Leader,19.02,1,1.00,0
RoomBreached,42,Role,0.0,71,WSNPC_02,Leader,1.11,1,0.50,0
RoomBreached,42,Role,0.0,72,WSNPC_01,Roamer,13.07,1,0.80,0
RoomBreached,42,Role,0.0,73,WSNPC_00,Guard,1.45,1,1.00,1
RoomBreached,42,Role,0.0,74,WSNPC_06,Guard,3.50,1,0.80,1
RoomBreached,42,Role,0.0,75,WSNPC_00,Guard,11.13,1,1.00,1
RoomBreached,42,Role,0.0,76,WSNPC_05,Leader,21.47,1,1.00,0
RoomBreached,42,Role,0.0,77,WSNPC_01,Roamer,10.16,1,0.80,0
RoomBreached,42,Role,0.0,78,WSNPC_00,Guard,21.76,1,1.00,1
RoomBreached,42,Role,0.0,79,WSNPC_05,Leader,5.51,1,1.00,0
RoomBreached,42,Role,0.0,80,WSNPC_05,Leader,7.31,1,1.00,0
RoomBreached,42,Role,0.0,81,WSNPC_00,Guard,19.20,1,1.00,1
RoomBreached,42,Role,0.0,82,WSNPC_01,Roamer,8.60,1,0.80,0
RoomBreached,42,Role,0.0,83,WSNPC_05,Leader,6.36,1,1.00,0
RoomBreached,42,Role,0.0,84,WSNPC_00,Guard,25.74,1,1.00,1
RoomBreached,42,Role,0.0,85,WSNPC_00,Guard,6.74,1,1.00,1
RoomBreached,42,Role,0.0,86,WSNPC_05,Leader,9.05,1,1.00,0
RoomBreached,42,Role,0.0,87,WSNPC_01,Roamer,19.36,1,0.80,0
RoomBreached,42,Role,0.0,88,WSNPC_00,Guard,18.77,1,1.00,1
RoomBreached,42,Role,0.0,89,WSNPC_05,Leader,2.83,1,1.00,0
RoomBreached,42,Role,0.0,90,WSNPC_01,Roamer,14.68,1,0.80,0
RoomBreached,42,Role,0.0,91,WSNPC_05,Leader,18.92,1,1.00,0
RoomBreached,42,Role,0.0,92,WSNPC_00,Guard,1.46,1,1.00,1
RoomBreached,42,Role,0.0,93,WSNPC_05,Leader,1.54,1,1.00,0
RoomBreached,42,Role,0.0,94,WSNPC_00,Guard,15.78,1,1.00,1
RoomBreached,42,Role,0.0,95,WSNPC_01,Roamer,3.34,1,0.80,0
RoomBreached,42,Role,0.0,96,WSNPC_00,Guard,22.55,1,1.00,1
RoomBreached,42,Role,0.0,97,WSNPC_00,Guard,24.60,1,1.00,1
RoomBreached,42,Role,0.0,98,WSNPC_00,Guard,12.79,1,1.00,1
RoomBreached,42,Role,0.0,99,WSNPC_00,Guard,25.73,1,1.00,1
RoomBreached,42,Role,0.5,0,WSNPC_00,Guard,5.52,1,1.00,1
RoomBreached,42,Role,0.5,1,WSNPC_00,Guard,13.80,1,1.00,1
RoomBreached,42,Role,0.5,2,WSNPC_00,Guard,8.13,1,1.00,1
RoomBreached,42,Role,0.5,3,WSNPC_06,Guard,16.99,1,0.80,1
RoomBreached,42,Role,0.5,4,WSNPC_00,Guard,12.77,1,1.00,1
RoomBreached,42,Role,0.5,5,WSNPC_03,Guard,21.26,1,0.20,1
RoomBreached,42,Role,0.5,6,WSNPC_03,Guard,20.94,1,0.20,1
RoomBreached,42,Role,0.5,7,WSNPC_03,Guard,0.96,1,0.20,1
RoomBreached,42,Role,0.5,8,WSNPC_00,Guard,14.76,0,1.00,1
RoomBreached,42,Role,0.5,9,WSNPC_00,Guard,17.11,0,1.00,1
RoomBreached,42,Role,0.5,10,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,0.5,11,WSNPC_03,Guard,10.44,1,0.20,1
RoomBreached,42,Role,0.5,12,WSNPC_00,Guard,7.70,1,1.00,1
RoomBreached,42,Role,0.5,13,WSNPC_00,Guard,15.94,0,1.00,1
RoomBreached,42,Role,0.5,14,WSNPC_03,Guard,21.75,1,0.20,1
RoomBreached,42,Role,0.5,15,WSNPC_00,Guard,1.47,1,1.00,1
RoomBreached,42,Role,0.5,16,WSNPC_03,Guard,16.22,1,0.20,1
RoomBreached,42,Role,0.5,17,WSNPC_03,Guard,13.66,1,0.20,1
RoomBreached,42,Role,0.5,18,WSNPC_00,Guard,16.00,0,1.00,1
RoomBreached,42,Role,0.5,19,WSNPC_00,Guard,11.41,0,1.00,1
RoomBreached,42,Role,0.5,20,WSNPC_06,Guard,13.97,1,0.80,1
RoomBreached,42,Role,0.5,21,WSNPC_00,Guard,14.67,1,1.00,1
RoomBreached,42,Role,0.5,22,WSNPC_00,Guard,14.02,0,1.00,1
RoomBreached,42,Role,0.5,23,WSNPC_07,Roamer,0.52,0,0.50,1
RoomBreached,42,Role,0.5,24,WSNPC_06,Guard,17.73,1,0.80,1
RoomBreached,42,Role,0.5,25,WSNPC_06,Guard,13.74,1,0.80,1
RoomBreached,42,Role,0.5,26,WSNPC_03,Guard,23.02,1,0.20,1
RoomBreached,42,Role,0.5,27,WSNPC_00,Guard,13.12,0,1.00,1
RoomBreached,42,Role,0.5,28,WSNPC_00,Guard,6.42,1,1.00,1
RoomBreached,42,Role,0.5,29,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,0.5,30,WSNPC_00,Guard,20.08,0,1.00,1
RoomBreached,42,Role,0.5,31,WSNPC_00,Guard,3.22,1,1.00,1
RoomBreached,42,Role,0.5,32,WSNPC_00,Guard,24.76,1,1.00,1
RoomBreached,42,Role,0.5,33,WSNPC_06,Guard,2.12,1,0.80,1
RoomBreached,42,Role,0.5,34,WSNPC_00,Guard,3.28,1,1.00,1
RoomBreached,42,Role,0.5,35,WSNPC_00,Guard,8.86,1,1.00,1
RoomBreached,42,Role,0.5,36,WSNPC_03,Guard,12.03,1,0.20,1
RoomBreached,42,Role,0.5,37,WSNPC_06,Guard,2.54,1,0.80,1
RoomBreached,42,Role,0.5,38,WSNPC_03,Guard,17.44,1,0.20,1
RoomBreached,42,Role,0.5,39,WSNPC_03,Guard,7.84,1,0.20,1
RoomBreached,42,Role,0.5,40,WSNPC_03,Guard,23.87,1,0.20,1
RoomBreached,42,Role,0.5,41,WSNPC_00,Guard,10.42,1,1.00,1
RoomBreached,42,Role,0.5,42,WSNPC_00,Guard,1.43,1,1.00,1
RoomBreached,42,Role,0.5,43,WSNPC_06,Guard,12.71,1,0.80,1
RoomBreached,42,Role,0.5,44,WSNPC_03,Guard,14.14,1,0.20,1
RoomBreached,42,Role,0.5,45,WSNPC_00,Guard,15.59,1,1.00,1
RoomBreached,42,Role,0.5,46,WSNPC_06,Guard,11.91,1,0.80,1
RoomBreached,42,Role,0.5,47,WSNPC_03,Guard,15.57,1,0.20,1
RoomBreached,42,Role,0.5,48,WSNPC_00,Guard,16.20,1,1.00,1
RoomBreached,42,Role,0.5,49,WSNPC_00,Guard,4.67,1,1.00,1
RoomBreached,42,Role,0.5,50,WSNPC_03,Guard,15.21,1,0.20,1
RoomBreached,42,Role,0.5,51,WSNPC_00,Guard,3.54,1,1.00,1
RoomBreached,42,Role,0.5,52,WSNPC_03,Guard,16.89,1,0.20,1
RoomBreached,42,Role,0.5,53,WSNPC_00,Guard,19.37,0,1.00,1
RoomBreached,42,Role,0.5,54,WSNPC_00,Guard,12.46,0,1.00,1
RoomBreached,42,Role,0.5,55,WSNPC_06,Guard,11.92,1,0.80,1
RoomBreached,42,Role,0.5,56,WSNPC_00,Guard,7.51,0,1.00,1
RoomBreached,42,Role,0.5,57,WSNPC_00,Guard,9.78,1,1.00,1
RoomBreached,42,Role,0.5,58,WSNPC_06,Guard,11.99,1,0.80,1
RoomBreached,42,Role,0.5,59,WSNPC_03,Guard,13.98,1,0.20,1
RoomBreached,42,Role,0.5,60,WSNPC_00,Guard,6.17,1,1.00,1
RoomBreached,42,Role,0.5,61,WSNPC_03,Guard,22.71,1,0.20,1
RoomBreached,42,Role,0.5,62,WSNPC_00,Guard,7.43,1,1.00,1
RoomBreached,42,Role,0.5,63,WSNPC_00,Guard,22.51,1,1.00,1
RoomBreached,42,Role,0.5,64,WSNPC_00,Guard,16.83,0,1.00,1
RoomBreached,42,Role,0.5,65,WSNPC_03,Guard,4.32,1,0.20,1
RoomBreached,42,Role,0.5,66,WSNPC_06,Guard,9.42,1,0.80,1
RoomBreached,42,Role,0.5,67,WSNPC_00,Guard,14.93,0,1.00,1
RoomBreached,42,Role,0.5,68,WSNPC_03,Guard,19.45,1,0.20,1
RoomBreached,42,Role,0.5,69,WSNPC_00,Guard,21.48,1,1.00,1
RoomBreached,42,Role,0.5,70,WSNPC_03,Guard,20.88,1,0.20,1
RoomBreached,42,Role,0.5,71,WSNPC_06,Guard,9.60,1,0.80,1
RoomBreached,42,Role,0.5,72,WSNPC_03,Guard,5.10,1,0.20,1
RoomBreached,42,Role,0.5,73,WSNPC_00,Guard,1.45,1,1.00,1
RoomBreached,42,Role,0.5,74,WSNPC_06,Guard,3.50,1,0.80,1
RoomBreached,42,Role,0.5,75,WSNPC_00,Guard,11.13,1,1.00,1
RoomBreached,42,Role,0.5,76,WSNPC_03,Guard,17.62,1,0.20,1
RoomBreached,42,Role,0.5,77,WSNPC_00,Guard,13.53,0,1.00,1
RoomBreached,42,Role,0.5,78,WSNPC_00,Guard,21.76,1,1.00,1
RoomBreached,42,Role,0.5,79,WSNPC_00,Guard,16.22,1,1.00,1
RoomBreached,42,Role,0.5,80,WSNPC_00,Guard,20.00,1,1.00,1
RoomBreached,42,Role,0.5,81,WSNPC_00,Guard,19.20,1,1.00,1
RoomBreached,42,Role,0.5,82,WSNPC_03,Guard,9.89,1,0.20,1
RoomBreached,42,Role,0.5,83,WSNPC_00,Guard,8.06,1,1.00,1
RoomBreached,42,Role,0.5,84,WSNPC_00,Guard,25.74,1,1.00,1
RoomBreached,42,Role,0.5,85,WSNPC_00,Guard,6.74,1,1.00,1
RoomBreached,42,Role,0.5,86,WSNPC_00,Guard,15.67,0,1.00,1
RoomBreached,42,Role,0.5,87,WSNPC_03,Guard,13.29,1,0.20,1
RoomBreached,42,Role,0.5,88,WSNPC_00,Guard,18.77,1,1.00,1
RoomBreached,42,Role,0.5,89,WSNPC_06,Guard,6.78,1,0.80,1
RoomBreached,42,Role,0.5,90,WSNPC_03,Guard,10.58,1,0.20,1
RoomBreached,42,Role,0.5,91,WSNPC_03,Guard,18.21,1,0.20,1
RoomBreached,42,Role,0.5,92,WSNPC_00,Guard,1.46,1,1.00,1
RoomBreached,42,Role,0.5,93,WSNPC_05,Leader,1.54,1,1.00,0
RoomBreached,42,Role,0.5,94,WSNPC_00,Guard,15.78,1,1.00,1
RoomBreached,42,Role,0.5,95,WSNPC_06,Guard,13.06,1,0.80,1
RoomBreached,42,Role,0.5,96,WSNPC_00,Guard,22.55,1,1.00,1
RoomBreached,42,Role,0.5,97,WSNPC_00,Guard,24.60,1,1.00,1
RoomBreached,42,Role,0.5,98,WSNPC_00,Guard,12.79,1,1.00,1
RoomBreached,42,Role,0.5,99,WSNPC_00,Guard,25.73,1,1.00,1
RoomBreached,42,Role,1.0,0,WSNPC_00,Guard,5.52,1,1.00,1
RoomBreached,42,Role,1.0,1,WSNPC_00,Guard,13.80,1,1.00,1
RoomBreached,42,Role,1.0,2,WSNPC_00,Guard,8.13,1,1.00,1
RoomBreached,42,Role,1.0,3,WSNPC_06,Guard,16.99,1,0.80,1
RoomBreached,42,Role,1.0,4,WSNPC_00,Guard,12.77,1,1.00,1
RoomBreached,42,Role,1.0,5,WSNPC_03,Guard,21.26,1,0.20,1
RoomBreached,42,Role,1.0,6,WSNPC_03,Guard,20.94,1,0.20,1
RoomBreached,42,Role,1.0,7,WSNPC_03,Guard,0.96,1,0.20,1
RoomBreached,42,Role,1.0,8,WSNPC_00,Guard,14.76,0,1.00,1
RoomBreached,42,Role,1.0,9,WSNPC_00,Guard,17.11,0,1.00,1
RoomBreached,42,Role,1.0,10,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,1.0,11,WSNPC_03,Guard,10.44,1,0.20,1
RoomBreached,42,Role,1.0,12,WSNPC_00,Guard,7.70,1,1.00,1
RoomBreached,42,Role,1.0,13,WSNPC_00,Guard,15.94,0,1.00,1
RoomBreached,42,Role,1.0,14,WSNPC_03,Guard,21.75,1,0.20,1
RoomBreached,42,Role,1.0,15,WSNPC_00,Guard,1.47,1,1.00,1
RoomBreached,42,Role,1.0,16,WSNPC_03,Guard,16.22,1,0.20,1
RoomBreached,42,Role,1.0,17,WSNPC_03,Guard,13.66,1,0.20,1
RoomBreached,42,Role,1.0,18,WSNPC_00,Guard,16.00,0,1.00,1
RoomBreached,42,Role,1.0,19,WSNPC_00,Guard,11.41,0,1.00,1
RoomBreached,42,Role,1.0,20,WSNPC_06,Guard,13.97,1,0.80,1
RoomBreached,42,Role,1.0,21,WSNPC_00,Guard,14.67,1,1.00,1
RoomBreached,42,Role,1.0,22,WSNPC_00,Guard,14.02,0,1.00,1
RoomBreached,42,Role,1.0,23,WSNPC_07,Roamer,0.52,0,0.50,1
RoomBreached,42,Role,1.0,24,WSNPC_06,Guard,17.73,1,0.80,1
RoomBreached,42,Role,1.0,25,WSNPC_06,Guard,13.74,1,0.80,1
RoomBreached,42,Role,1.0,26,WSNPC_03,Guard,23.02,1,0.20,1
RoomBreached,42,Role,1.0,27,WSNPC_00,Guard,13.12,0,1.00,1
RoomBreached,42,Role,1.0,28,WSNPC_00,Guard,6.42,1,1.00,1
RoomBreached,42,Role,1.0,29,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,1.0,30,WSNPC_00,Guard,20.08,0,1.00,1
RoomBreached,42,Role,1.0,31,WSNPC_00,Guard,3.22,1,1.00,1
RoomBreached,42,Role,1.0,32,WSNPC_00,Guard,24.76,1,1.00,1
RoomBreached,42,Role,1.0,33,WSNPC_06,Guard,2.12,1,0.80,1
RoomBreached,42,Role,1.0,34,WSNPC_00,Guard,3.28,1,1.00,1
RoomBreached,42,Role,1.0,35,WSNPC_00,Guard,8.86,1,1.00,1
RoomBreached,42,Role,1.0,36,WSNPC_03,Guard,12.03,1,0.20,1
RoomBreached,42,Role,1.0,37,WSNPC_06,Guard,2.54,1,0.80,1
RoomBreached,42,Role,1.0,38,WSNPC_03,Guard,17.44,1,0.20,1
RoomBreached,42,Role,1.0,39,WSNPC_03,Guard,7.84,1,0.20,1
RoomBreached,42,Role,1.0,40,WSNPC_03,Guard,23.87,1,0.20,1
RoomBreached,42,Role,1.0,41,WSNPC_00,Guard,10.42,1,1.00,1
RoomBreached,42,Role,1.0,42,WSNPC_00,Guard,1.43,1,1.00,1
RoomBreached,42,Role,1.0,43,WSNPC_06,Guard,12.71,1,0.80,1
RoomBreached,42,Role,1.0,44,WSNPC_03,Guard,14.14,1,0.20,1
RoomBreached,42,Role,1.0,45,WSNPC_00,Guard,15.59,1,1.00,1
RoomBreached,42,Role,1.0,46,WSNPC_06,Guard,11.91,1,0.80,1
RoomBreached,42,Role,1.0,47,WSNPC_03,Guard,15.57,1,0.20,1
RoomBreached,42,Role,1.0,48,WSNPC_00,Guard,16.20,1,1.00,1
RoomBreached,42,Role,1.0,49,WSNPC_00,Guard,4.67,1,1.00,1
RoomBreached,42,Role,1.0,50,WSNPC_03,Guard,15.21,1,0.20,1
RoomBreached,42,Role,1.0,51,WSNPC_00,Guard,3.54,1,1.00,1
RoomBreached,42,Role,1.0,52,WSNPC_03,Guard,16.89,1,0.20,1
RoomBreached,42,Role,1.0,53,WSNPC_00,Guard,19.37,0,1.00,1
RoomBreached,42,Role,1.0,54,WSNPC_00,Guard,12.46,0,1.00,1
RoomBreached,42,Role,1.0,55,WSNPC_06,Guard,11.92,1,0.80,1
RoomBreached,42,Role,1.0,56,WSNPC_00,Guard,7.51,0,1.00,1
RoomBreached,42,Role,1.0,57,WSNPC_00,Guard,9.78,1,1.00,1
RoomBreached,42,Role,1.0,58,WSNPC_06,Guard,11.99,1,0.80,1
RoomBreached,42,Role,1.0,59,WSNPC_03,Guard,13.98,1,0.20,1
RoomBreached,42,Role,1.0,60,WSNPC_00,Guard,6.17,1,1.00,1
RoomBreached,42,Role,1.0,61,WSNPC_03,Guard,22.71,1,0.20,1
RoomBreached,42,Role,1.0,62,WSNPC_00,Guard,7.43,1,1.00,1
RoomBreached,42,Role,1.0,63,WSNPC_00,Guard,22.51,1,1.00,1
RoomBreached,42,Role,1.0,64,WSNPC_00,Guard,16.83,0,1.00,1
RoomBreached,42,Role,1.0,65,WSNPC_03,Guard,4.32,1,0.20,1
RoomBreached,42,Role,1.0,66,WSNPC_06,Guard,9.42,1,0.80,1
RoomBreached,42,Role,1.0,67,WSNPC_00,Guard,14.93,0,1.00,1
RoomBreached,42,Role,1.0,68,WSNPC_03,Guard,19.45,1,0.20,1
RoomBreached,42,Role,1.0,69,WSNPC_00,Guard,21.48,1,1.00,1
RoomBreached,42,Role,1.0,70,WSNPC_03,Guard,20.88,1,0.20,1
RoomBreached,42,Role,1.0,71,WSNPC_06,Guard,9.60,1,0.80,1
RoomBreached,42,Role,1.0,72,WSNPC_03,Guard,5.10,1,0.20,1
RoomBreached,42,Role,1.0,73,WSNPC_00,Guard,1.45,1,1.00,1
RoomBreached,42,Role,1.0,74,WSNPC_06,Guard,3.50,1,0.80,1
RoomBreached,42,Role,1.0,75,WSNPC_00,Guard,11.13,1,1.00,1
RoomBreached,42,Role,1.0,76,WSNPC_03,Guard,17.62,1,0.20,1
RoomBreached,42,Role,1.0,77,WSNPC_00,Guard,13.53,0,1.00,1
RoomBreached,42,Role,1.0,78,WSNPC_00,Guard,21.76,1,1.00,1
RoomBreached,42,Role,1.0,79,WSNPC_00,Guard,16.22,1,1.00,1
RoomBreached,42,Role,1.0,80,WSNPC_00,Guard,20.00,1,1.00,1
RoomBreached,42,Role,1.0,81,WSNPC_00,Guard,19.20,1,1.00,1
RoomBreached,42,Role,1.0,82,WSNPC_03,Guard,9.89,1,0.20,1
RoomBreached,42,Role,1.0,83,WSNPC_00,Guard,8.06,1,1.00,1
RoomBreached,42,Role,1.0,84,WSNPC_00,Guard,25.74,1,1.00,1
RoomBreached,42,Role,1.0,85,WSNPC_00,Guard,6.74,1,1.00,1
RoomBreached,42,Role,1.0,86,WSNPC_00,Guard,15.67,0,1.00,1
RoomBreached,42,Role,1.0,87,WSNPC_03,Guard,13.29,1,0.20,1
RoomBreached,42,Role,1.0,88,WSNPC_00,Guard,18.77,1,1.00,1
RoomBreached,42,Role,1.0,89,WSNPC_06,Guard,6.78,1,0.80,1
RoomBreached,42,Role,1.0,90,WSNPC_03,Guard,10.58,1,0.20,1
RoomBreached,42,Role,1.0,91,WSNPC_03,Guard,18.21,1,0.20,1
RoomBreached,42,Role,1.0,92,WSNPC_00,Guard,1.46,1,1.00,1
RoomBreached,42,Role,1.0,93,WSNPC_00,Guard,12.02,0,1.00,1
RoomBreached,42,Role,1.0,94,WSNPC_00,Guard,15.78,1,1.00,1
RoomBreached,42,Role,1.0,95,WSNPC_06,Guard,13.06,1,0.80,1
RoomBreached,42,Role,1.0,96,WSNPC_00,Guard,22.55,1,1.00,1
RoomBreached,42,Role,1.0,97,WSNPC_00,Guard,24.60,1,1.00,1
RoomBreached,42,Role,1.0,98,WSNPC_00,Guard,12.79,1,1.00,1
RoomBreached,42,Role,1.0,99,WSNPC_00,Guard,25.73,1,1.00,1
RoomBreached,42,Role,1.5,0,WSNPC_00,Guard,5.52,1,1.00,1
RoomBreached,42,Role,1.5,1,WSNPC_00,Guard,13.80,1,1.00,1
RoomBreached,42,Role,1.5,2,WSNPC_00,Guard,8.13,1,1.00,1
RoomBreached,42,Role,1.5,3,WSNPC_06,Guard,16.99,1,0.80,1
RoomBreached,42,Role,1.5,4,WSNPC_00,Guard,12.77,1,1.00,1
RoomBreached,42,Role,1.5,5,WSNPC_03,Guard,21.26,1,0.20,1
RoomBreached,42,Role,1.5,6,WSNPC_03,Guard,20.94,1,0.20,1
RoomBreached,42,Role,1.5,7,WSNPC_03,Guard,0.96,1,0.20,1
RoomBreached,42,Role,1.5,8,WSNPC_00,Guard,14.76,0,1.00,1
RoomBreached,42,Role,1.5,9,WSNPC_00,Guard,17.11,0,1.00,1
RoomBreached,42,Role,1.5,10,WSNPC_00,Guard,6.16,1,1.00,1
RoomBreached,42,Role,1.5,11,WSNPC_03,Guard,10.44,1,0.20,1
RoomBreached,42,Role,1.5,12,WSNPC_00,Guard,7.70,1,1.00,1
RoomBreached,42,Role,1.5,13,WSNPC_00,Guard,15.94,0,1.00,1
RoomBreached,42,Role,1.5,14,WSNPC_03,Guard,21.75,1,0.20,1
RoomBreached,42,Role,1.5,15,WSNPC_00,Guard,1.47,1,1.00,1
RoomBreached,42,Role,1.5,16,WSNPC_03,Guard,16.22,1,0.20,1
RoomBreached,42,Role,1.5,17,WSNPC_03,Guard,13.66,1,0.20,1
RoomBreached,42,Role,1.5,18,WSNPC_00,Guard,16.00,0,1.00,1
RoomBreached,42,Role,1.5,19,WSNPC_00,Guard,11.41,0,1.00,1
